Symbol,Company Name,Exchange,Sector
LON:0XHL,Aon plc,London Stock Exchange,
LON:BA,BAE Systems plc,London Stock Exchange,Industrials
LON:0SEA,Siemens Energy AG,London Stock Exchange,
LON:0P59,Colgate-Palmolive Company,London Stock Exchange,Consumer Staples
LON:0IUC,General Dynamics Corporation,London Stock Exchange,Industrials
LON:0Q0J,Mitsubishi Corporation,London Stock Exchange,
LON:0JYW,"Marriott International, Inc.",London Stock Exchange,Consumer Discretionary
LON:0I1W,Royal Caribbean Cruises Ltd.,London Stock Exchange,Consumer Discretionary
LON:0J8W,Illinois Tool Works Inc.,London Stock Exchange,Industrials
LON:0M3Q,Zoetis Inc.,London Stock Exchange,Healthcare
LON:0KHP,Petróleo Brasileiro S.A. - Petrobras,London Stock Exchange,
LON:0R9U,"PayPal Holdings, Inc.",London Stock Exchange,
LON:HHPD,"Hon Hai Precision Industry Co., Ltd.",London Stock Exchange,Technology
LON:0LXB,"The Williams Companies, Inc.",London Stock Exchange,Energy
LON:0R33,Emerson Electric Co.,London Stock Exchange,Industrials
LON:0KEF,"The PNC Financial Services Group, Inc.",London Stock Exchange,Financials
LON:0LHY,U.S. Bancorp,London Stock Exchange,Financials
LON:0K92,Northrop Grumman Corporation,London Stock Exchange,Industrials
LON:0A93,Snowflake Inc.,London Stock Exchange,
LON:0S23,Enterprise Products Partners L.P.,London Stock Exchange,Energy
LON:NG,National Grid plc,London Stock Exchange,Utilities
LON:0K3H,"Motorola Solutions, Inc.",London Stock Exchange,Technology
LON:0HXW,"Chipotle Mexican Grill, Inc.",London Stock Exchange,Consumer Discretionary
LON:0TCU,Howmet Aerospace Inc.,London Stock Exchange,
LON:0M2Z,Equinor ASA,London Stock Exchange,
LON:0A7F,Equinor ASA,London Stock Exchange,
LON:0Y7S,Johnson Controls International plc,London Stock Exchange,Industrials
LON:0M18,"Workday, Inc.",London Stock Exchange,Technology
LON:0UKI,The Bank of Nova Scotia,London Stock Exchange,Financials
LON:0QKY,Holcim AG,London Stock Exchange,Materials
LON:0IDR,"EOG Resources, Inc.",London Stock Exchange,Energy
LON:0HLQ,The Bank of New York Mellon Corporation,London Stock Exchange,Financials
LON:0UNI,Canadian Imperial Bank of Commerce,London Stock Exchange,
LON:0HJF,"Autodesk, Inc.",London Stock Exchange,Technology
LON:0RIC,ING Groep N.V.,London Stock Exchange,
LON:0A2K,ING Groep N.V.,London Stock Exchange,
LON:0YP5,Adyen N.V.,London Stock Exchange,Technology
LON:0HBH,"Air Products and Chemicals, Inc.",London Stock Exchange,Materials
LON:CRH,CRH plc,London Stock Exchange,Materials
LON:0A3Z,"Cloudflare, Inc.",London Stock Exchange,
LON:0HJL,"AutoZone, Inc.",London Stock Exchange,Consumer Discretionary
LON:BARC,Barclays PLC,London Stock Exchange,Financials
LON:0KXM,"Roper Technologies, Inc.",London Stock Exchange,Industrials
LON:0K34,Monster Beverage Corporation,London Stock Exchange,Consumer Staples
LON:0ILK,"CaixaBank, S.A.",London Stock Exchange,
LON:0HRJ,CSX Corporation,London Stock Exchange,Industrials
LON:LLOY,Lloyds Banking Group plc,London Stock Exchange,Financials
LON:0JR2,"Kinder Morgan, Inc.",London Stock Exchange,Energy
LON:0AD4,Carrier Global Corporation,London Stock Exchange,
LON:0R2O,Freeport-McMoRan Inc.,London Stock Exchange,Materials
