Symbol,Company Name,Exchange,Sector
NSE:PAYTM,One97 Communications Limited,National Stock Exchange of India,Technology
BOM:543396,One97 Communications Limited,Bombay Stock Exchange,
NSE:PATANJALI,Patanjali Foods Limited,National Stock Exchange of India,Consumer Staples
BOM:500368,Patanjali Foods Limited,Bombay Stock Exchange,
BOM:532541,Coforge Limited,Bombay Stock Exchange,
NSE:COFORGE,Coforge Limited,National Stock Exchange of India,Technology
NSE:VMM,Vishal Mega Mart Limited,National Stock Exchange of India,Consumer Discretionary
BOM:544307,Vishal Mega Mart Limited,Bombay Stock Exchange,
BOM:532508,Jindal Stainless Limited,Bombay Stock Exchange,
NSE:JSL,Jindal Stainless Limited,National Stock Exchange of India,Materials
BOM:540762,Tube Investments of India Limited,Bombay Stock Exchange,
NSE:TIINDIA,Tube Investments of India Limited,National Stock Exchange of India,Industrials
BOM:523642,PI Industries Limited,Bombay Stock Exchange,
NSE:PIIND,PI Industries Limited,National Stock Exchange of India,Materials
BOM:540678,Cochin Shipyard Limited,Bombay Stock Exchange,
NSE:COCHINSHIP,Cochin Shipyard Limited,National Stock Exchange of India,Industrials
BOM:539523,Alkem Laboratories Limited,Bombay Stock Exchange,
NSE:ALKEM,Alkem Laboratories Limited,National Stock Exchange of India,Healthcare
NSE:GET_D,GE Vernova T&D India Limited,National Stock Exchange of India,Industrials
NSE:GVT_D,GE Vernova T&D India Limited,National Stock Exchange of India,Industrials
BOM:522275,GE Vernova T&D India Limited,Bombay Stock Exchange,
NSE:FORTIS,Fortis Healthcare Limited,National Stock Exchange of India,Healthcare
BOM:532843,Fortis Healthcare Limited,Bombay Stock Exchange,
BOM:500290,MRF Limited,Bombay Stock Exchange,
NSE:MRF,MRF Limited,National Stock Exchange of India,Consumer Discretionary
BOM:503100,The Phoenix Mills Limited,Bombay Stock Exchange,
NSE:PHOENIXLTD,The Phoenix Mills Limited,National Stock Exchange of India,Real Estate
NSE:GLAXO,GlaxoSmithKline Pharmaceuticals Limited,National Stock Exchange of India,Healthcare
BOM:500660,GlaxoSmithKline Pharmaceuticals Limited,Bombay Stock Exchange,
NSE:BANKINDIA,Bank of India Limited,National Stock Exchange of India,Financials
BOM:532149,Bank of India Limited,Bombay Stock Exchange,
BOM:540611,AU Small Finance Bank Limited,Bombay Stock Exchange,
NSE:AUBANK,AU Small Finance Bank Limited,National Stock Exchange of India,Financials
BOM:543384,FSN E-Commerce Ventures Limited,Bombay Stock Exchange,
NSE:NYKAA,FSN E-Commerce Ventures Limited,National Stock Exchange of India,Consumer Discretionary
BOM:543278,Kalyan Jewellers India Limited,Bombay Stock Exchange,
NSE:KALYANKJIL,Kalyan Jewellers India Limited,National Stock Exchange of India,Consumer Discretionary
BOM:590071,Sundaram Finance Limited,Bombay Stock Exchange,
NSE:SUNDARMFIN,Sundaram Finance Limited,National Stock Exchange of India,Financials
BOM:509930,The Supreme Industries Limited,Bombay Stock Exchange,
NSE:SUPREMEIND,The Supreme Industries Limited,National Stock Exchange of India,Industrials
BOM:500113,Steel Authority of India Limited,Bombay Stock Exchange,
NSE:SAIL,Steel Authority of India Limited,National Stock Exchange of India,Materials
BOM:532478,United Breweries Limited,Bombay Stock Exchange,
NSE:UBL,United Breweries Limited,National Stock Exchange of India,Consumer Staples
NSE:MPHASIS,Mphasis Limited,National Stock Exchange of India,Technology
BOM:526299,Mphasis Limited,Bombay Stock Exchange,
BOM:512070,UPL Limited,Bombay Stock Exchange,
NSE:UPL,UPL Limited,National Stock Exchange of India,Materials
NSE:UPLPP1,UPL Limited,National Stock Exchange of India,
BOM:890209,UPL Limited,Bombay Stock Exchange,
BOM:532892,Motilal Oswal Financial Services Limited,Bombay Stock Exchange,
NSE:MOTILALOFS,Motilal Oswal Financial Services Limited,National Stock Exchange of India,Financials
BOM:533758,APL Apollo Tubes Limited,Bombay Stock Exchange,
NSE:APLAPOLLO,APL Apollo Tubes Limited,National Stock Exchange of India,Materials
BOM:539437,IDFC First Bank Limited,Bombay Stock Exchange,
NSE:IDFCFIRSTB,IDFC First Bank Limited,National Stock Exchange of India,Financials
NSE:MFSL,Max Financial Services Limited,National Stock Exchange of India,Financials
BOM:500271,Max Financial Services Limited,Bombay Stock Exchange,
NSE:PAGEIND,Page Industries Limited,National Stock Exchange of India,Consumer Discretionary
BOM:532827,Page Industries Limited,Bombay Stock Exchange,
NSE:FEDERALBNK,The Federal Bank Limited,National Stock Exchange of India,Financials
BOM:500469,The Federal Bank Limited,Bombay Stock Exchange,
NSE:HEXT,Hexaware Technologies Limited,National Stock Exchange of India,Technology
BOM:544362,Hexaware Technologies Limited,Bombay Stock Exchange,
BOM:540767,Nippon Life India Asset Management Limited,Bombay Stock Exchange,
BOM:500483,Tata Communications Limited,Bombay Stock Exchange,
NSE:TATACOMM,Tata Communications Limited,National Stock Exchange of India,Communication Services
BOM:544026,Indian Renewable Energy Development Agency Limited,Bombay Stock Exchange,
