Symbol,Company Name,Exchange,Sector
TSX:BHC,Bausch Health Companies Inc.,Toronto Stock Exchange,Healthcare
TSX:ORA,Aura Minerals Inc.,Toronto Stock Exchange,Materials
TSX:GSY,goeasy Ltd.,Toronto Stock Exchange,Financials
TSX:TOY,Spin Master Corp.,Toronto Stock Exchange,Consumer Discretionary
TSX:NG,NovaGold Resources Inc.,Toronto Stock Exchange,Materials
TSX:RUS,Russel Metals Inc.,Toronto Stock Exchange,Industrials
TSX:IPCO,International Petroleum Corporation,Toronto Stock Exchange,Energy
TSX:KMP.UN,Killam Apartment REIT,Toronto Stock Exchange,Real Estate
TSX:AAUC,Allied Gold Corporation,Toronto Stock Exchange,Materials
TSX:AP.UN,Allied Properties Real Estate Investment Trust,Toronto Stock Exchange,Real Estate
TSX:AIF,Altus Group Limited,Toronto Stock Exchange,Real Estate
TSX:PDN,Paladin Energy Ltd,Toronto Stock Exchange,Energy
TSX:TVE,Tamarack Valley Energy Ltd.,Toronto Stock Exchange,Energy
TSX:FN,First National Financial Corporation,Toronto Stock Exchange,Financials
TSX:LSPD,Lightspeed Commerce Inc.,Toronto Stock Exchange,Technology
TSX:SKE,Skeena Resources Limited,Toronto Stock Exchange,Materials
TSX:ERO,Ero Copper Corp.,Toronto Stock Exchange,Materials
TSX:SII,Sprott Inc.,Toronto Stock Exchange,Financials
TSX:PET,Pet Valu Holdings Ltd.,Toronto Stock Exchange,Consumer Discretionary
TSX:CIA,Champion Iron Limited,Toronto Stock Exchange,Materials
TSX:AND,Andlauer Healthcare Group Inc.,Toronto Stock Exchange,Industrials
TSX:FRU,Freehold Royalties Ltd.,Toronto Stock Exchange,Energy
TSX:BTE,Baytex Energy Corp.,Toronto Stock Exchange,Energy
TSX:CG,Centerra Gold Inc.,Toronto Stock Exchange,Materials
TSX:EDR,Endeavour Silver Corp.,Toronto Stock Exchange,Materials
TSX:SEA,Seabridge Gold Inc.,Toronto Stock Exchange,Materials
