Symbol,Company Name,Exchange,Sector
ETR:PHM7,"Altria Group, Inc.",Deutsche Börse Xetra,Consumer Staples
FRA:PHM7,"Altria Group, Inc.",Frankfurt Stock Exchange,
FRA:SOT,The Southern Company,Frankfurt Stock Exchange,
ETR:BNP,BNP Paribas SA,Deutsche Börse Xetra,Financials
FRA:BNP,BNP Paribas SA,Frankfurt Stock Exchange,
ETR:RDEB,RELX PLC,Deutsche Börse Xetra,Industrials
FRA:RDEB,RELX PLC,Frankfurt Stock Exchange,
ETR:INL,Intel Corporation,Deutsche Börse Xetra,Technology
ETR:NKE,"NIKE, Inc.",Deutsche Börse Xetra,Consumer Discretionary
FRA:NKE,"NIKE, Inc.",Frankfurt Stock Exchange,
ETR:UWS,"Waste Management, Inc.",Deutsche Börse Xetra,Industrials
FRA:UWS,"Waste Management, Inc.",Frankfurt Stock Exchange,
FRA:2IS,Trane Technologies plc,Frankfurt Stock Exchange,
FRA:7A2,AIA Group Limited,Frankfurt Stock Exchange,
ETR:ENL,Enel SpA,Deutsche Börse Xetra,Utilities
FRA:ENL,Enel SpA,Frankfurt Stock Exchange,
ETR:DIO,Christian Dior SE,Deutsche Börse Xetra,
FRA:DIO,Christian Dior SE,Frankfurt Stock Exchange,
FRA:IVS,Investor AB (publ),Frankfurt Stock Exchange,
FRA:CIT,Cintas Corporation,Frankfurt Stock Exchange,
FRA:SJ3,The Sherwin-Williams Company,Frankfurt Stock Exchange,
FRA:INL,Intel Corporation,Frankfurt Stock Exchange,Technology
FRA:MCK,McKesson Corporation,Frankfurt Stock Exchange,
FRA:2BH,"HCA Healthcare, Inc.",Frankfurt Stock Exchange,
FRA:DUT,Moody's Corporation,Frankfurt Stock Exchange,
ETR:KTF,"Mondelez International, Inc.",Deutsche Börse Xetra,Consumer Staples
ETR:2FE,Ferrari N.V.,Deutsche Börse Xetra,Consumer Discretionary
FRA:2FE,Ferrari N.V.,Frankfurt Stock Exchange,
BST:RHMB,Rheinmetall AG,Stuttgart Stock Exchange,
FRA:RHM,Rheinmetall AG,Frankfurt Stock Exchange,
ETR:RHM,Rheinmetall AG,Deutsche Börse Xetra,Industrials
ETR:BOY,"Banco Bilbao Vizcaya Argentaria, S.A.",Deutsche Börse Xetra,Financials
FRA:A58,"Elevance Health, Inc.",Frankfurt Stock Exchange,
FRA:KTF,"Mondelez International, Inc.",Frankfurt Stock Exchange,
ETR:PAR,Parker-Hannifin Corporation,Deutsche Börse Xetra,
FRA:PAR,Parker-Hannifin Corporation,Frankfurt Stock Exchange,
ETR:6Z1,"Airbnb, Inc.",Deutsche Börse Xetra,
FRA:6Z1,"Airbnb, Inc.",Frankfurt Stock Exchange,
FRA:CGN,The Cigna Group,Frankfurt Stock Exchange,
ETR:MUV2,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,Deutsche Börse Xetra,Financials
FRA:MUV2,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,Frankfurt Stock Exchange,
ETR:GS71,GSK plc,Deutsche Börse Xetra,Healthcare
FRA:GS71,GSK plc,Frankfurt Stock Exchange,
ETR:CVS,CVS Health Corporation,Deutsche Börse Xetra,Healthcare
FRA:CVS,CVS Health Corporation,Frankfurt Stock Exchange,
ETR:BPE5,BP p.l.c.,Deutsche Börse Xetra,Energy
FRA:BPE5,BP p.l.c.,Frankfurt Stock Exchange,
FRA:PCU,Southern Copper Corporation,Frankfurt Stock Exchange,
ETR:SYP,"Synopsys, Inc.",Deutsche Börse Xetra,
ETR:SQU,Vinci SA,Deutsche Börse Xetra,Industrials
FRA:SQU,Vinci SA,Frankfurt Stock Exchange,
FRA:MMM,3M Company,Frankfurt Stock Exchange,
FRA:BZZ,Bank of Montreal,Frankfurt Stock Exchange,
ETR:MMM,3M Company,Deutsche Börse Xetra,Industrials
FRA:RPU,"Republic Services, Inc.",Frankfurt Stock Exchange,
ETR:12DA,Dell Technologies Inc.,Deutsche Börse Xetra,Technology
FRA:12DA,Dell Technologies Inc.,Frankfurt Stock Exchange,
FRA:ACO4,Atlas Copco AB (publ),Frankfurt Stock Exchange,
ETR:CFX,Capital One Financial Corporation,Deutsche Börse Xetra,
FRA:CFX,Capital One Financial Corporation,Frankfurt Stock Exchange,
FRA:SYP,"Synopsys, Inc.",Frankfurt Stock Exchange,
FRA:4VK,Aon plc,Frankfurt Stock Exchange,
ETR:BSP,BAE Systems plc,Deutsche Börse Xetra,Industrials
FRA:BSP,BAE Systems plc,Frankfurt Stock Exchange,
FRA:X88,Canadian Pacific Kansas City Limited,Frankfurt Stock Exchange,
ETR:ENR,Siemens Energy AG,Deutsche Börse Xetra,Industrials
FRA:ENR,Siemens Energy AG,Frankfurt Stock Exchange,
ETR:CPA,Colgate-Palmolive Company,Deutsche Börse Xetra,Consumer Staples
FRA:CPA,Colgate-Palmolive Company,Frankfurt Stock Exchange,
ETR:ZOE,Zoetis Inc.,Deutsche Börse Xetra,Healthcare
FRA:ZOE,Zoetis Inc.,Frankfurt Stock Exchange,
ETR:GDX,General Dynamics Corporation,Deutsche Börse Xetra,Industrials
FRA:GDX,General Dynamics Corporation,Frankfurt Stock Exchange,
FRA:MBI,Mitsubishi Corporation,Frankfurt Stock Exchange,
ETR:ILT,Illinois Tool Works Inc.,Deutsche Börse Xetra,
FRA:WMB,"The Williams Companies, Inc.",Frankfurt Stock Exchange,
ETR:2PP,"PayPal Holdings, Inc.",Deutsche Börse Xetra,Financials
FRA:2PP,"PayPal Holdings, Inc.",Frankfurt Stock Exchange,Financials
FRA:ILT,Illinois Tool Works Inc.,Frankfurt Stock Exchange,
FRA:UB5,U.S. Bancorp,Frankfurt Stock Exchange,
ETR:NTH,Northrop Grumman Corporation,Deutsche Börse Xetra,Industrials
FRA:NTH,Northrop Grumman Corporation,Frankfurt Stock Exchange,
ETR:5Q5,Snowflake Inc.,Deutsche Börse Xetra,
FRA:5Q5,Snowflake Inc.,Frankfurt Stock Exchange,
ETR:NNGF,National Grid plc,Deutsche Börse Xetra,Utilities
FRA:NNGF,National Grid plc,Frankfurt Stock Exchange,
FRA:48Z,Howmet Aerospace Inc.,Frankfurt Stock Exchange,
FRA:DNQ,Equinor ASA,Frankfurt Stock Exchange,
ETR:1QZ,"Coinbase Global, Inc.",Deutsche Börse Xetra,Financials
FRA:1QZ,"Coinbase Global, Inc.",Frankfurt Stock Exchange,
ETR:HLBN,Holcim AG,Deutsche Börse Xetra,Materials
FRA:BN9,The Bank of New York Mellon Corporation,Frankfurt Stock Exchange,
ETR:INN1,ING Groep N.V.,Deutsche Börse Xetra,Financials
FRA:INN1,ING Groep N.V.,Frankfurt Stock Exchange,
ETR:1N8,Adyen N.V.,Deutsche Börse Xetra,Technology
FRA:1N8,Adyen N.V.,Frankfurt Stock Exchange,
ETR:AP3,"Air Products and Chemicals, Inc.",Deutsche Börse Xetra,
FRA:AP3,"Air Products and Chemicals, Inc.",Frankfurt Stock Exchange,
